Nom,Pays,Note,Type de séjour,Chambre,Durée,Date du commentaire,Commentaire,Source,Country,Type_of_stay,Room,Duration,Comments,Score,Max_Rating,Sentiment,d4r55,fzvQIb,Date_Avis,Avis,Traduction,Nombre_Avis,Autre,w8nwRe,dSlJg,znYl0,dSlJg 2,znYl0 2,nM6d2c,DZSIDd,wiI7pd 2,Hzvxle,pkWtMe,fontBodySmall 3,fontBodySmall 4
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Bruno Boulanger,5-May,7 years ago,C THE NEYMAR D HOTELS SUPER CLEAN MINI BAR LACEUIL THE STAFF AND AT YOUR CARE G DOES FULL DOTEL FOR ME IT WELL DESERVES A 5 STARS HERE C BIZERTE EXCUSE ME FOR WRITING BUT I'M USED TO TEXT MESSAGES WOULD COME SEE YOU YOURSELF BYE,See original (French),Local Guide Â· 13 reviews Â· 68 photos,î??,,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,dorra bajjar,5-Mar,7 years ago,Service wise good but everything else is very average compared to the price finally not satisfied,See original (French),1 review,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,laurent lancerica,5-Apr,a year ago,"Nice place to spend the day at the pool, restaurant and top service",See original (French),Local Guide Â· 252 reviews Â· 50 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,nizar zrafi,5-Apr,a year ago,Especially the breakfast and the room amenities need to be reviewed.,See original (French),"Local Guide Â· 201 reviews Â· 1,767 photos",î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Moussacoulibaly1 Feinda,5-Apr,5 years ago,"A good, comfortable and welcoming hotel, service with a smile, thank you very much.",See original (French),Local Guide Â· 24 reviews Â· 10 photos,î??,,î£?,Like,î ,Share,Response from the owner,5 years ago,We thank you for your trust and we hope to see you again soon,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,hadhami mani,5-Apr,6 years ago,super nice hotel: staff - food - beach - hygiene...,See original (French),1 review,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Ajjabi Walid,5-Mar,7 years ago,Quiet place... where you can spend pleasant moments and get to know the city... not crowded,See original (French),Local Guide Â· 15 reviews Â· 265 photos,î??,,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Maha Hammami,5-May,4 years ago,"Clean and well-heated room, delicious meals ð??? â?¦",See original (French),Local Guide Â· 67 reviews Â· 308 photos,î??,,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Marcin MARYNARZ,5-May,8 years ago,"Good food, nice service, wifi, cleanliness",See original (Polish),9 reviews Â· 5 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,international sourcing Company,5-May,7 years ago,"Moorish cafe service with impeccable ramzy chicha.
Thank you for the welcome",See original (French),Local Guide Â· 32 reviews Â· 35 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Laurent VIGNON,5-May,6 years ago,"Luxury hotel, beautiful swimming pool, comfortable rooms, close to the sea.",See original (French),Local Guide Â· 101 reviews Â· 184 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Le consul Tunisie Hk consulting suarl,5-May,a year ago,The best view of all Bizerte.,See original (French),Local Guide Â· 29 reviews Â· 31 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Tobias Z,5-Mar,4 years ago,Unfortunately it's a bit old. Ok for a business trip,See original (German),Local Guide Â· 403 reviews Â· 958 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Wassim Jendoubi,5-Mar,a year ago,Beautiful landscape but service to be reviewed.,See original (French),Local Guide Â· 47 reviews Â· 813 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Ines Bouabda,5-Jan,7 years ago,Lousy crepe...also lousy shisha.. passable service,See original (French),1 review,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Marouane Marouane,5-Apr,7 years ago,Ideal for a good stay in Bizerte at a promotional price,See original (French),Local Guide Â· 35 reviews Â· 113 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Riyad Yabzeg,5-May,5 months ago,Pleasant ð??¯ â?¦,See original (French),6 reviews,î??,,î£?,Like,î ,Share,Response from the owner,3 months ago,Thank you for your feedbackð??? â?¦,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Yos kh,5-Mar,7 years ago,Friendly atmosphere with average service,See original (French),Local Guide Â· 67 reviews Â· 240 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,dennis rapp,5-May,2 years ago,Very nice and very friendly staff,See original (German),Local Guide Â· 12 reviews Â· 1 photo,î??,,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soon â¤.",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Herzi Aymen,5-Mar,5 years ago,Not bad,See original (French),Local Guide Â· 56 reviews Â· 2 photos,î??,,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Jean-Pierre Masi,5-Mar,7 years ago,Hotel 4 â?¤but rather 2â?¤,See original (French),Local Guide Â· 238 reviews Â· 221 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Sonia Bejaoui,5-Feb,10 years ago,I didn't like,See original (French),3 reviews,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Haithem Belhaj,5-May,5 years ago,"Impeccable hotel, especially the reception.",See original (French),Local Guide Â· 32 reviews Â· 23 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Bdira Mejdi,5-Mar,2 years ago,"Correct route
Average hotel
Average service",See original (French),Local Guide Â· 180 reviews Â· 167 photos,î??,,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soonâ¤",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Katia ZAPOLSKY-ESTELLE,5-Jan,9 years ago,The Bizerta Resort is not located at this location.,See original (French),Local Guide Â· 32 reviews Â· 2 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Moustafa Ouahmane,5-May,7 years ago,"Magnificent city, average hotel",See original (French),14 reviews Â· 2 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,MrMorro Volkov,5-Apr,6 years ago,Beautiful but empty,See original (Russian),Local Guide Â· 38 reviews Â· 59 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Felhi Hejer,5-May,a year ago,GOOD,See original (French),1 review,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,khaoula henane,5-Apr,6 years ago,Good,See original (French),2 reviews,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,youssef cherif,5-Apr,6 years ago,Not bad,See original (French),Local Guide Â· 26 reviews Â· 90 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Fabrizio Tasinato,5-May,5 years ago,Fabulous,See original (Italian),Local Guide Â· 259 reviews Â· 38 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,ALLAYA IMED,5-May,3 years ago,Excellent hotel... worth a visit,See original (French),Local Guide Â· 17 reviews Â· 26 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,yosry magdiche,5-Apr,5 years ago,Pretty good,See original (French),Local Guide Â· 34 reviews Â· 73 photos,î??,,î£?,Like,î ,Share,Response from the owner,5 years ago,thank you,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Atelier de confection horia couture,5-May,a year ago,ð?©µð?¤ â?¦,,4 reviews Â· 8 photos,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Sirin Sarou,5-Mar,10 years ago,Hi,See original (Turkish),1 review,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Monaam Ben Mabrouk,5-Jan,7 years ago,Man,See original (Finnish),Local Guide Â· 3 reviews,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Mini manou,5-May,5 years ago,Well organized,See original (French),Local Guide Â· 22 reviews Â· 71 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,David,5-Feb,11 years ago,It does not correspond to its category,See original (Spanish),7 reviews Â· 1 photo,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Omar Zouaoui,5-May,6 years ago,Great hotel,See original (French),"Local Guide Â· 26 reviews Â· 1,509 photos",î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Katherine Van den Brandt,5-Apr,2 years ago,,,2 reviews,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soonâ¤",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Hamza Hnini,5-Jan,8 years ago,Incorrect location,See original (French),"Local Guide Â· 198 reviews Â· 1,758 photos",î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,amir,5-Mar,2 years ago,,,Local Guide Â· 4 reviews Â· 123 photos,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soon â¤.",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,WALID KAANICHE,5-Apr,8 years ago,Not bad,See original (French),"Local Guide Â· 115 reviews Â· 1,837 photos",î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Faical Sta,5-Apr,5 years ago,hotel bizerte,,Local Guide Â· 9 reviews Â· 37 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Faouzi JEBALI,5-Apr,3 weeks ago,,,7 photos,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,ben abda nada,5-May,3 weeks ago,,,2 reviews,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,karchoud Ahmed,5-Apr,2 months ago,,,,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,belhassen channouf,5-May,4 months ago,,,Local Guide Â· 64 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Senda Yahia,5-Mar,6 months ago,,,Local Guide Â· 12 reviews Â· 92 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,HÃ©di chÃ©bbi,5-Apr,7 months ago,,,Local Guide Â· 16 reviews,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,NÃ©ji Trabelsi,5-Apr,8 months ago,,,Local Guide Â· 8 reviews Â· 17 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Elamin Ehtiwash,5-May,8 months ago,,,Local Guide Â· 3 reviews Â· 29 photos,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,jorge jacinto,5-Apr,a year ago,,,Local Guide Â· 21 reviews,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,mohamed bellakhal,5-Apr,a year ago,,,Local Guide Â· 25 reviews Â· 136 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,bougmiha Arij,5-Apr,a year ago,,,,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Boudiaf Mehdi,5-May,a year ago,,,Local Guide Â· 28 reviews Â· 104 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,jonathan k,5-Mar,a year ago,,,Local Guide Â· 31 reviews Â· 13 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,maalaoui anouar,5-Apr,a year ago,,,Local Guide Â· 6 reviews Â· 41 photos,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Hajni KÅ?hegyi,5-May,a year ago,,,"Local Guide Â· 41 reviews Â· 2,783 photos",î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,N H,5-May,a year ago,,,22 reviews,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Dr. Omar Gubran,5-Apr,2 years ago,,,Local Guide Â· 8 reviews,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Helloâ¤, we would like to thank you for your review dear customer.",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Andrea Degortes,5-Jan,2 years ago,,,Local Guide Â· 27 reviews Â· 20 photos,î??,,,,,,Response from the owner,2 years ago,"We are very sorry to hear that you didn't have a great experience in our hotel â?? our mission is to provide excellent guest experiences, so we are sorry to have let you down.",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Rolf Sturm,5-Mar,2 years ago,,,32 reviews,î??,,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soon â¤.",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Vlad Mandyev,5-Mar,3 years ago,,,Local Guide Â· 25 reviews Â· 291 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Philippe Leten,5-Apr,3 years ago,,,2 reviews Â· 24 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Ayed Mohamed,5-Jan,4 years ago,,,1 review,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Mk68,5-Apr,5 years ago,,,25 reviews,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Anis Hattab,5-Feb,5 years ago,,,,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Gosia N,5-Mar,5 years ago,,,Local Guide Â· 58 reviews,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Ben Taieb Mohamed Amine,5-Apr,6 years ago,,,Local Guide Â· 1 review Â· 36 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,noureddine rachedi,5-Apr,6 years ago,,,,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Ali Radwen,5-Feb,6 years ago,,,,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Î?Î¹Ï?ÏÎ³Î¿Ï? Î?Î½Î±Ï?Ï?Î±Ï?Î¯Î¿Ï?,5-Apr,6 years ago,,,,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Sven Poehls,5-Apr,6 years ago,,,2 reviews,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Dominik WeiÃ?,5-May,7 years ago,,,1 photo,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Andreas Lange,5-Mar,8 years ago,,,Local Guide Â· 8 reviews Â· 17 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Jlassi Karim,5-Apr,8 years ago,,,Local Guide Â· 3 reviews Â· 40 photos,î??,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Vicente Basilio Perez,5-May,9 years ago,,,14 reviews,î??,,,,,,,,,,,,
