date,gender,Age_range,country,followers
08/03/23,Male,35-44,France,1
08/03/23,Male,35-44,Tunisia,2
08/04/23,Female,18-24,France,1
08/04/23,Female,18-24,Tunisia,2
08/04/23,Female,25-34,France,4
08/04/23,Female,25-34,Other,2
08/04/23,Female,35-44,France,2
08/04/23,Female,35-44,Tunisia,1
08/04/23,Female,45+,Other,1
08/04/23,Female,45+,Tunisia,1
08/04/23,Male,18-24,Other,1
08/04/23,Male,18-24,Tunisia,2
08/04/23,Male,25-34,Other,1
08/04/23,Male,25-34,Tunisia,2
08/04/23,Male,35-44,Tunisia,2
08/05/23,Female,18-24,France,1
08/05/23,Female,18-24,Tunisia,1
08/05/23,Female,25-34,France,2
08/05/23,Female,25-34,Other,1
08/05/23,Female,45+,Tunisia,1
08/05/23,Male,18-24,Other,1
08/05/23,Male,18-24,Tunisia,1
08/05/23,Male,25-34,France,2
08/05/23,Male,35-44,France,1
08/05/23,Male,35-44,Tunisia,3
08/06/23,Female,18-24,France,1
08/06/23,Female,25-34,France,1
08/06/23,Female,35-44,Other,1
08/06/23,Female,45+,France,1
08/06/23,Male,18-24,France,1
08/06/23,Male,18-24,Tunisia,1
08/06/23,Male,25-34,Tunisia,1
08/07/23,Female,45+,Tunisia,1
08/08/23,Female,18-24,France,1
08/08/23,Female,35-44,France,1
08/08/23,Female,45+,Tunisia,1
08/08/23,Male,25-34,Tunisia,2
08/08/23,Male,45+,France,1
08/09/23,Female,25-34,Tunisia,1
08/09/23,Male,18-24,France,1
08/09/23,Male,18-24,Tunisia,1
08/09/23,Male,45+,Tunisia,1
08/10/23,Female,18-24,Tunisia,1
08/10/23,Female,25-34,France,1
08/10/23,Female,25-34,Tunisia,2
08/10/23,Male,35-44,France,1
08/11/23,Female,18-24,Tunisia,1
08/11/23,Male,18-24,France,1
08/12/23,Female,25-34,Tunisia,1
08/12/23,Male,18-24,France,1
08/13/23,Female,18-24,Tunisia,2
08/13/23,Female,25-34,Tunisia,1
08/13/23,Female,35-44,Tunisia,1
08/13/23,Male,18-24,Tunisia,1
08/13/23,Male,35-44,Tunisia,1
08/14/23,Female,18-24,France,1
08/14/23,Female,18-24,Tunisia,1
08/14/23,Female,25-34,France,1
08/14/23,Female,35-44,Tunisia,1
08/14/23,Male,25-34,Tunisia,1
08/14/23,Male,45+,France,2
08/15/23,Female,18-24,France,1
08/15/23,Female,35-44,Tunisia,2
08/15/23,Male,18-24,Other,1
08/15/23,Male,25-34,France,1
08/15/23,Male,45+,Tunisia,1
08/16/23,Male,35-44,Other,1
08/17/23,Female,25-34,Tunisia,1
08/18/23,Male,45+,Tunisia,1
08/19/23,Male,25-34,Tunisia,1
08/20/23,Female,18-24,France,1
08/20/23,Female,18-24,Tunisia,1
08/20/23,Female,25-34,Tunisia,2
08/20/23,Male,18-24,Tunisia,1
08/20/23,Male,25-34,France,1
08/20/23,Male,35-44,France,1
08/21/23,Male,45+,Tunisia,1
08/22/23,Female,18-24,Other,1
08/22/23,Female,18-24,Tunisia,4
08/22/23,Female,25-34,France,1
08/22/23,Female,25-34,Tunisia,2
08/22/23,Female,35-44,Tunisia,1
08/22/23,Male,18-24,France,3
08/22/23,Male,18-24,Tunisia,1
08/23/23,Female,18-24,France,2
08/23/23,Female,18-24,Other,1
08/23/23,Female,18-24,Tunisia,2
08/23/23,Female,25-34,France,1
08/23/23,Female,25-34,Tunisia,5
08/23/23,Female,35-44,Tunisia,1
08/23/23,Female,45+,Tunisia,2
08/23/23,Male,25-34,France,1
08/23/23,Male,25-34,Tunisia,2
08/23/23,Male,35-44,France,1
08/23/23,Male,35-44,Tunisia,1
08/24/23,Female,18-24,France,1
08/24/23,Female,18-24,Tunisia,2
08/24/23,Female,25-34,France,3
08/24/23,Female,25-34,Tunisia,1
08/24/23,Female,35-44,France,1
08/24/23,Female,35-44,Tunisia,2
08/24/23,Female,45+,France,1
08/24/23,Male,18-24,Tunisia,2
08/24/23,Male,25-34,France,1
08/24/23,Male,25-34,Tunisia,1
08/24/23,Male,35-44,Tunisia,1
08/24/23,Male,45+,Tunisia,1
08/25/23,Female,18-24,Other,1
08/25/23,Female,18-24,Tunisia,2
08/25/23,Female,25-34,France,1
08/25/23,Female,25-34,Tunisia,3
08/25/23,Female,35-44,France,1
08/25/23,Female,45+,Tunisia,1
08/25/23,Male,18-24,France,1
08/25/23,Male,18-24,Tunisia,3
08/25/23,Male,25-34,France,2
08/25/23,Male,35-44,Tunisia,1
08/25/23,Male,45+,France,1
08/25/23,Male,45+,Tunisia,2
08/26/23,Female,45+,France,1
08/26/23,Male,45+,Tunisia,1
08/28/23,Female,35-44,France,1
08/29/23,Female,18-24,Tunisia,2
08/29/23,Female,25-34,Tunisia,1
08/29/23,Male,18-24,Tunisia,1
08/29/23,Male,25-34,Tunisia,1
08/29/23,Male,35-44,France,1
08/30/23,Female,18-24,France,1
08/30/23,Female,25-34,France,1
08/30/23,Female,25-34,Tunisia,1
08/30/23,Female,35-44,Tunisia,2
08/30/23,Male,18-24,France,1
08/30/23,Male,18-24,Other,1
08/30/23,Male,25-34,Other,1
08/30/23,Male,25-34,Tunisia,1
08/30/23,Male,35-44,Tunisia,1
08/30/23,Male,45+,Tunisia,2
08/31/23,Female,18-24,France,1
08/31/23,Female,18-24,Other,1
08/31/23,Female,18-24,Tunisia,6
08/31/23,Female,25-34,France,3
08/31/23,Female,25-34,Tunisia,7
08/31/23,Female,35-44,France,1
08/31/23,Female,35-44,Other,1
08/31/23,Female,35-44,Tunisia,3
08/31/23,Female,45+,Other,1
08/31/23,Male,18-24,France,1
08/31/23,Male,18-24,Tunisia,4
08/31/23,Male,25-34,France,1
08/31/23,Male,25-34,Tunisia,3
08/31/23,Male,35-44,France,2
09/01/23,Female,18-24,France,1
09/01/23,Female,18-24,Tunisia,5
09/01/23,Female,25-34,France,3
09/01/23,Female,25-34,Tunisia,7
09/01/23,Female,35-44,Other,1
09/01/23,Female,35-44,Tunisia,3
09/01/23,Female,45+,France,1
09/01/23,Female,45+,Tunisia,3
09/01/23,Male,18-24,France,2
09/01/23,Male,18-24,Tunisia,3
09/01/23,Male,25-34,France,1
09/01/23,Male,25-34,Other,1
09/01/23,Male,25-34,Tunisia,2
09/01/23,Male,35-44,Other,1
09/02/23,Female,18-24,France,1
09/02/23,Female,18-24,Other,1
09/02/23,Female,18-24,Tunisia,3
09/02/23,Female,25-34,France,2
09/02/23,Female,25-34,Other,1
09/02/23,Female,25-34,Tunisia,6
09/02/23,Female,35-44,France,2
09/02/23,Female,35-44,Other,1
09/02/23,Female,35-44,Tunisia,1
09/02/23,Female,45+,France,1
09/02/23,Male,18-24,France,1
09/02/23,Male,25-34,France,2
09/02/23,Male,25-34,Tunisia,2
09/02/23,Male,35-44,Other,2
09/02/23,Male,35-44,Tunisia,1
09/03/23,Female,18-24,France,2
09/03/23,Female,18-24,Other,1
09/03/23,Female,18-24,Tunisia,1
09/03/23,Female,25-34,France,3
09/03/23,Female,25-34,Other,1
09/03/23,Female,25-34,Tunisia,3
09/03/23,Female,35-44,Tunisia,3
09/03/23,Male,18-24,France,1
09/03/23,Male,18-24,Other,1
09/03/23,Male,18-24,Tunisia,3
09/03/23,Male,25-34,Tunisia,2
09/04/23,Male,18-24,Tunisia,1
09/04/23,Male,25-34,France,1
09/04/23,Male,35-44,Tunisia,1
09/05/23,Female,18-24,Tunisia,1
09/06/23,Female,18-24,Tunisia,1
09/06/23,Female,25-34,Tunisia,1
09/06/23,Female,35-44,Other,1
09/06/23,Female,35-44,Tunisia,1
09/06/23,Male,18-24,France,1
09/06/23,Male,25-34,Tunisia,1
09/06/23,Male,35-44,Other,1
09/06/23,Male,45+,Other,1
09/06/23,Male,45+,Tunisia,1
09/07/23,Female,18-24,France,1
09/07/23,Female,18-24,Tunisia,1
09/07/23,Female,25-34,Other,2
09/08/23,Female,35-44,Tunisia,1
09/08/23,Female,45+,Tunisia,1
09/08/23,Male,35-44,Tunisia,1
09/09/23,Male,35-44,France,1
09/10/23,Male,18-24,Tunisia,1
09/12/23,Male,18-24,France,2
09/12/23,Male,18-24,Tunisia,1
09/12/23,Male,25-34,Tunisia,1
09/13/23,Male,18-24,Tunisia,1
09/14/23,Female,25-34,France,1
09/14/23,Female,35-44,Tunisia,1
09/15/23,Female,25-34,Tunisia,1
09/15/23,Male,18-24,Other,1
09/15/23,Male,35-44,Tunisia,1
09/16/23,Female,25-34,France,1
09/16/23,Female,35-44,Tunisia,1
09/16/23,Male,18-24,France,1
09/18/23,Female,18-24,Tunisia,1
09/18/23,Female,25-34,Other,1
09/18/23,Male,25-34,Tunisia,1
09/20/23,Male,18-24,Tunisia,1
09/21/23,Female,18-24,Tunisia,1
09/21/23,Male,45+,Tunisia,1
09/22/23,Female,25-34,France,2
09/22/23,Female,35-44,Tunisia,2
09/22/23,Male,25-34,Other,1
09/23/23,Female,25-34,Other,1
09/23/23,Male,45+,France,1
09/24/23,Male,25-34,France,1
09/24/23,Male,35-44,France,1
09/25/23,Female,35-44,Tunisia,1
09/25/23,Male,25-34,Tunisia,1
09/26/23,Female,18-24,Tunisia,1
09/27/23,Female,18-24,Other,1
09/27/23,Male,18-24,France,1
09/27/23,Male,25-34,France,1
09/28/23,Female,18-24,France,1
09/29/23,Female,18-24,France,1
09/30/23,Female,35-44,Tunisia,1
09/30/23,Male,35-44,France,1
10/01/23,Female,18-24,Tunisia,1
10/01/23,Female,25-34,Tunisia,1
10/01/23,Male,35-44,Tunisia,1
10/03/23,Male,45+,Tunisia,1
10/04/23,Female,18-24,France,1
10/04/23,Female,18-24,Other,1
10/04/23,Female,18-24,Tunisia,1
10/04/23,Female,25-34,France,1
10/05/23,Male,18-24,Other,1
10/06/23,Female,18-24,Tunisia,1
10/06/23,Female,35-44,Tunisia,1
10/06/23,Male,18-24,Tunisia,1
10/06/23,Male,25-34,France,1
10/09/23,Female,25-34,Other,1
10/09/23,Female,25-34,Tunisia,1
10/09/23,Male,18-24,France,1
10/10/23,Female,25-34,Tunisia,1
10/11/23,Female,18-24,Tunisia,2
10/11/23,Male,25-34,France,1
10/11/23,Male,25-34,Tunisia,2
10/13/23,Male,25-34,Tunisia,1
10/14/23,Female,35-44,Other,1
10/14/23,Female,45+,Tunisia,1
10/14/23,Male,25-34,France,1
10/15/23,Male,18-24,France,1
10/16/23,Female,18-24,Tunisia,1
10/16/23,Male,25-34,France,1
10/17/23,Female,18-24,France,1
10/17/23,Male,35-44,Tunisia,1
10/18/23,Male,18-24,Tunisia,1
10/20/23,Female,18-24,Tunisia,1
10/20/23,Female,25-34,Tunisia,1
10/20/23,Female,35-44,Tunisia,1
10/20/23,Male,25-34,Other,1
10/20/23,Male,45+,Tunisia,1
10/21/23,Female,18-24,France,1
10/21/23,Male,25-34,Tunisia,1
10/24/23,Female,35-44,Tunisia,1
10/26/23,Male,45+,France,1
10/27/23,Female,18-24,Other,1
10/27/23,Female,35-44,France,1
10/27/23,Male,25-34,Tunisia,1
10/28/23,Female,35-44,Tunisia,1
10/28/23,Male,45+,Tunisia,1
10/30/23,Female,18-24,Tunisia,1
10/31/23,Female,25-34,Other,1
11/01/23,Female,25-34,Tunisia,1
11/03/23,Male,45+,Tunisia,1
11/04/23,Female,35-44,Other,1
11/05/23,Female,18-24,Tunisia,1
11/05/23,Female,25-34,Tunisia,2
11/05/23,Female,35-44,Other,1
11/05/23,Male,25-34,France,2
11/05/23,Male,25-34,Other,1
11/05/23,Male,35-44,Other,1
11/05/23,Male,35-44,Tunisia,2
11/08/23,Female,18-24,Other,1
11/08/23,Female,18-24,Tunisia,1
11/09/23,Female,25-34,France,1
11/09/23,Female,25-34,Tunisia,1
11/09/23,Female,35-44,Other,1
11/09/23,Male,18-24,Tunisia,1
11/09/23,Male,25-34,Tunisia,1
11/10/23,Female,18-24,Tunisia,1
11/10/23,Female,25-34,France,1
11/10/23,Female,35-44,France,1
11/10/23,Female,45+,France,1
11/10/23,Male,25-34,Tunisia,2
11/10/23,Male,35-44,Tunisia,1
11/11/23,Female,18-24,Tunisia,1
11/11/23,Female,35-44,Tunisia,1
11/11/23,Male,25-34,Other,1
11/12/23,Female,25-34,Other,1
11/14/23,Female,18-24,Tunisia,1
11/14/23,Female,25-34,Tunisia,1
11/14/23,Male,25-34,Tunisia,1
11/14/23,Male,35-44,Other,1
11/16/23,Female,35-44,Tunisia,1
11/16/23,Male,18-24,Tunisia,1
11/16/23,Male,25-34,France,2
11/17/23,Female,18-24,Tunisia,1
11/18/23,Male,18-24,Tunisia,1
11/20/23,Female,18-24,France,1
11/21/23,Female,18-24,France,2
11/21/23,Female,18-24,Other,1
11/21/23,Female,45+,Tunisia,1
11/21/23,Male,18-24,France,1
11/21/23,Male,18-24,Tunisia,1
11/21/23,Male,35-44,France,1
11/21/23,Male,35-44,Tunisia,1
11/22/23,Female,45+,France,1
11/23/23,Female,18-24,Other,1
11/23/23,Female,18-24,Tunisia,1
11/23/23,Female,25-34,France,2
11/23/23,Male,25-34,France,1
11/23/23,Male,35-44,France,1
11/24/23,Female,25-34,France,1
11/24/23,Female,25-34,Tunisia,3
11/24/23,Female,45+,France,1
11/24/23,Male,18-24,Tunisia,2
11/24/23,Male,25-34,Tunisia,1
11/25/23,Female,18-24,Tunisia,1
11/25/23,Female,25-34,Tunisia,1
11/25/23,Female,45+,Tunisia,1
11/25/23,Male,18-24,France,2
11/25/23,Male,35-44,Other,1
11/26/23,Female,25-34,Other,1
11/26/23,Female,35-44,France,1
11/26/23,Male,25-34,France,1
11/28/23,Female,18-24,Tunisia,1
11/28/23,Female,25-34,Tunisia,2
11/29/23,Male,25-34,Tunisia,1
11/30/23,Female,18-24,France,1
11/30/23,Female,35-44,Tunisia,1
11/30/23,Male,35-44,Tunisia,1
12/01/23,Female,18-24,Tunisia,1
12/01/23,Female,35-44,Tunisia,2
12/02/23,Female,25-34,Tunisia,1
12/03/23,Female,25-34,Tunisia,1
12/03/23,Female,35-44,Tunisia,1
12/03/23,Female,45+,Other,1
12/03/23,Male,18-24,France,1
12/03/23,Male,18-24,Tunisia,1
12/03/23,Male,45+,Tunisia,1
12/04/23,Female,18-24,Tunisia,1
12/05/23,Female,18-24,Tunisia,1
12/05/23,Female,35-44,Tunisia,1
12/06/23,Female,18-24,Tunisia,1
12/06/23,Female,35-44,France,1
12/09/23,Female,18-24,Other,1
12/09/23,Male,18-24,France,1
12/09/23,Male,18-24,Tunisia,1
12/09/23,Male,25-34,Tunisia,1
12/09/23,Male,35-44,France,1
12/10/23,Female,18-24,France,1
12/10/23,Female,18-24,Tunisia,1
12/10/23,Male,25-34,Other,1
12/10/23,Male,45+,France,1
12/11/23,Female,45+,France,1
12/11/23,Male,45+,Tunisia,1
12/12/23,Female,25-34,Other,1
12/12/23,Female,25-34,Tunisia,1
12/13/23,Female,18-24,Tunisia,1
12/13/23,Female,25-34,France,1
12/13/23,Female,25-34,Tunisia,2
12/13/23,Female,35-44,France,2
12/13/23,Male,25-34,Tunisia,1
12/14/23,Female,25-34,Tunisia,1
12/14/23,Female,45+,France,1
12/14/23,Male,18-24,France,1
12/14/23,Male,18-24,Tunisia,1
12/14/23,Male,25-34,Tunisia,1
12/15/23,Female,18-24,Tunisia,1
12/16/23,Female,18-24,Tunisia,1
12/16/23,Female,25-34,France,1
12/17/23,Female,25-34,France,1
12/18/23,Female,25-34,Tunisia,1
12/18/23,Male,35-44,France,1
12/19/23,Female,25-34,France,1
12/19/23,Female,35-44,France,1
12/20/23,Female,18-24,Tunisia,1
12/20/23,Female,25-34,Other,1
12/20/23,Female,25-34,Tunisia,1
12/20/23,Male,25-34,Tunisia,1
12/21/23,Female,25-34,France,1
12/22/23,Female,18-24,Other,2
12/22/23,Female,18-24,Tunisia,2
12/22/23,Female,25-34,Other,1
12/22/23,Female,25-34,Tunisia,2
12/22/23,Female,35-44,France,1
12/22/23,Male,35-44,Other,1
12/22/23,Male,35-44,Tunisia,1
12/23/23,Female,18-24,Tunisia,2
12/23/23,Female,25-34,Other,1
12/23/23,Female,25-34,Tunisia,1
12/23/23,Female,35-44,Tunisia,1
12/23/23,Male,18-24,Tunisia,1
12/23/23,Male,35-44,France,2
12/23/23,Male,35-44,Tunisia,1
12/24/23,Female,25-34,France,1
12/24/23,Female,25-34,Tunisia,1
12/25/23,Female,18-24,France,1
12/25/23,Female,18-24,Tunisia,2
12/25/23,Female,25-34,Tunisia,1
12/25/23,Female,45+,France,1
12/25/23,Male,18-24,Tunisia,1
12/25/23,Male,25-34,Tunisia,1
12/26/23,Female,18-24,Tunisia,2
12/26/23,Female,25-34,Tunisia,2
12/26/23,Female,35-44,Tunisia,1
12/27/23,Female,18-24,France,1
12/27/23,Female,18-24,Other,1
12/27/23,Female,25-34,France,1
12/27/23,Female,25-34,Other,1
12/27/23,Female,25-34,Tunisia,1
12/27/23,Female,35-44,France,1
12/27/23,Female,35-44,Tunisia,1
12/27/23,Female,45+,Tunisia,1
12/27/23,Male,18-24,France,2
12/27/23,Male,25-34,France,1
12/27/23,Male,25-34,Tunisia,1
12/27/23,Male,35-44,Tunisia,1
12/28/23,Female,18-24,France,2
12/28/23,Female,18-24,Tunisia,2
12/28/23,Female,25-34,France,3
12/28/23,Female,25-34,Tunisia,3
12/28/23,Female,35-44,Tunisia,2
12/28/23,Female,45+,Tunisia,1
12/28/23,Male,25-34,France,1
12/28/23,Male,25-34,Tunisia,5
12/28/23,Male,35-44,Tunisia,1
12/28/23,Male,45+,Tunisia,2
12/29/23,Female,25-34,France,1
12/29/23,Female,25-34,Other,3
12/29/23,Female,25-34,Tunisia,1
12/29/23,Female,35-44,France,2
12/29/23,Female,35-44,Tunisia,2
12/29/23,Female,45+,Tunisia,1
12/29/23,Male,18-24,France,1
12/29/23,Male,18-24,Other,2
12/29/23,Male,25-34,France,2
12/29/23,Male,25-34,Other,1
12/29/23,Male,25-34,Tunisia,2
12/30/23,Female,18-24,France,1
12/30/23,Female,18-24,Tunisia,3
12/30/23,Female,25-34,France,2
12/30/23,Female,25-34,Tunisia,5
12/30/23,Female,35-44,Tunisia,1
12/30/23,Female,45+,Tunisia,2
12/30/23,Male,18-24,France,2
12/30/23,Male,18-24,Other,1
12/30/23,Male,18-24,Tunisia,5
12/30/23,Male,25-34,France,4
12/30/23,Male,25-34,Tunisia,1
12/30/23,Male,35-44,France,2
12/30/23,Male,35-44,Tunisia,1
12/31/23,Female,25-34,Tunisia,1
12/31/23,Female,35-44,France,2
12/31/23,Female,35-44,Tunisia,1
01/02/24,Male,18-24,Other,1
01/02/24,Male,25-34,Other,1
01/02/24,Male,25-34,Tunisia,1
01/02/24,Male,35-44,Other,1
01/02/24,Male,45+,Tunisia,1
01/07/24,Female,25-34,France,1
01/07/24,Female,35-44,France,1
01/07/24,Male,25-34,Tunisia,1
01/08/24,Female,18-24,France,1
01/08/24,Male,18-24,Other,1
01/08/24,Male,25-34,Tunisia,1
01/10/24,Female,18-24,Tunisia,1
01/11/24,Male,18-24,Tunisia,1
01/11/24,Male,25-34,France,1
01/11/24,Male,25-34,Other,1
01/11/24,Male,35-44,Tunisia,1
01/12/24,Female,18-24,France,1
01/12/24,Female,25-34,France,1
01/12/24,Female,35-44,France,1
01/12/24,Female,45+,France,1
01/12/24,Female,45+,Tunisia,1
01/12/24,Male,18-24,Other,1
01/15/24,Male,18-24,Tunisia,1
01/15/24,Male,25-34,Tunisia,1
01/16/24,Female,25-34,France,1
01/16/24,Male,18-24,Tunisia,1
01/16/24,Male,25-34,France,1
01/18/24,Male,45+,Tunisia,1
01/20/24,Female,25-34,Other,1
01/21/24,Female,18-24,France,1
01/21/24,Female,18-24,Tunisia,1
01/21/24,Female,45+,France,1
01/21/24,Female,45+,Tunisia,1
01/21/24,Male,18-24,France,1
01/21/24,Male,25-34,Tunisia,1
01/22/24,Female,18-24,Tunisia,1
01/23/24,Female,25-34,France,1
01/23/24,Male,25-34,France,1
01/24/24,Female,18-24,Tunisia,1
01/24/24,Female,25-34,France,1
01/24/24,Female,35-44,France,1
01/24/24,Male,45+,Tunisia,1
01/25/24,Female,18-24,Tunisia,1
01/27/24,Female,25-34,France,1
01/28/24,Female,45+,France,1
01/29/24,Female,25-34,Tunisia,2
02/04/24,Male,25-34,France,2
02/06/24,Female,25-34,France,1
02/06/24,Female,25-34,Tunisia,1
02/06/24,Female,35-44,Tunisia,1
02/06/24,Male,18-24,Tunisia,1
02/07/24,Male,18-24,Tunisia,1
02/07/24,Male,45+,Other,1
02/08/24,Female,25-34,Tunisia,1
02/08/24,Female,45+,Tunisia,1
02/08/24,Male,25-34,Tunisia,1
02/09/24,Female,25-34,Tunisia,1
02/09/24,Female,35-44,Tunisia,1
02/10/24,Female,18-24,Tunisia,1
02/10/24,Female,35-44,France,1
02/11/24,Female,18-24,Tunisia,1
02/11/24,Female,25-34,France,1
02/11/24,Male,18-24,France,1
02/11/24,Male,25-34,Tunisia,1
02/13/24,Male,25-34,France,1
02/14/24,Female,25-34,Tunisia,1
02/14/24,Female,45+,Tunisia,1
02/16/24,Female,18-24,Tunisia,1
02/16/24,Female,25-34,France,1
02/16/24,Male,18-24,Other,1
02/16/24,Male,35-44,Tunisia,1
02/17/24,Female,25-34,France,1
02/17/24,Female,45+,France,1
02/18/24,Female,25-34,France,1
02/20/24,Female,18-24,Tunisia,1
02/20/24,Female,25-34,France,1
02/20/24,Female,45+,France,1
02/24/24,Male,25-34,Other,1
02/24/24,Male,25-34,Tunisia,1
02/26/24,Female,18-24,Tunisia,1
02/27/24,Female,25-34,Tunisia,1
02/27/24,Female,35-44,Tunisia,1
02/27/24,Female,45+,Tunisia,1
02/27/24,Male,25-34,Tunisia,1
02/27/24,Male,35-44,Tunisia,1
02/29/24,Female,18-24,Tunisia,1
02/29/24,Female,25-34,Tunisia,2
02/29/24,Female,35-44,France,1
02/29/24,Female,45+,Tunisia,1
02/29/24,Male,18-24,Tunisia,1
02/29/24,Male,45+,Tunisia,1
03/01/24,Male,18-24,Tunisia,1
03/03/24,Female,18-24,France,1
03/03/24,Female,25-34,Other,1
03/03/24,Female,25-34,Tunisia,1
03/03/24,Female,35-44,France,1
03/03/24,Female,35-44,Tunisia,1
03/03/24,Male,25-34,France,1
03/03/24,Male,25-34,Tunisia,1
03/04/24,Female,25-34,Tunisia,1
03/04/24,Female,35-44,Tunisia,1
03/04/24,Male,25-34,France,1
03/05/24,Male,45+,Tunisia,1
03/06/24,Female,25-34,Tunisia,1
03/06/24,Male,25-34,Tunisia,1
03/07/24,Female,18-24,France,1
03/07/24,Male,18-24,Other,1
03/08/24,Female,25-34,Tunisia,2
03/08/24,Female,35-44,Tunisia,1
03/09/24,Female,25-34,Other,1
03/09/24,Male,35-44,Tunisia,1
03/10/24,Female,25-34,Tunisia,1
03/10/24,Male,25-34,Tunisia,1
03/12/24,Female,35-44,Tunisia,1
03/12/24,Female,45+,France,1
03/12/24,Male,18-24,Tunisia,1
03/13/24,Female,18-24,Tunisia,2
03/13/24,Female,25-34,France,1
03/14/24,Female,25-34,Tunisia,1
03/14/24,Female,35-44,Tunisia,1
03/14/24,Male,25-34,Tunisia,1
03/15/24,Female,18-24,France,1
03/15/24,Female,18-24,Tunisia,1
03/15/24,Female,25-34,Tunisia,1
03/15/24,Female,45+,France,1
03/15/24,Male,25-34,Other,1
03/15/24,Male,25-34,Tunisia,1
03/16/24,Female,18-24,France,1
03/16/24,Female,18-24,Tunisia,1
03/16/24,Female,25-34,France,3
03/16/24,Female,25-34,Tunisia,1
03/16/24,Female,35-44,Tunisia,1
03/16/24,Male,45+,Tunisia,1
03/17/24,Female,25-34,Tunisia,3
03/17/24,Female,35-44,France,1
03/17/24,Female,35-44,Tunisia,2
03/17/24,Male,25-34,Tunisia,1
03/18/24,Female,18-24,Other,1
03/18/24,Female,45+,France,1
03/18/24,Male,45+,Tunisia,1
03/19/24,Female,18-24,Tunisia,1
03/19/24,Female,45+,Tunisia,1
03/19/24,Male,18-24,Tunisia,1
03/19/24,Male,45+,Tunisia,1
03/21/24,Male,45+,Other,1
03/22/24,Female,18-24,France,2
03/22/24,Female,18-24,Tunisia,3
03/22/24,Female,25-34,France,1
03/22/24,Female,25-34,Other,1
03/22/24,Female,35-44,Tunisia,1
03/22/24,Female,45+,Tunisia,1
03/22/24,Male,18-24,France,1
03/22/24,Male,18-24,Tunisia,1
03/22/24,Male,35-44,Tunisia,1
03/23/24,Female,18-24,France,2
03/23/24,Female,18-24,Other,1
03/23/24,Female,25-34,France,1
03/23/24,Female,25-34,Tunisia,1
03/23/24,Female,35-44,France,1
03/23/24,Male,18-24,France,2
03/23/24,Male,18-24,Tunisia,1
03/23/24,Male,25-34,France,1
03/23/24,Male,25-34,Tunisia,3
03/24/24,Female,18-24,Other,1
03/24/24,Female,25-34,France,1
03/24/24,Female,25-34,Other,1
03/24/24,Female,25-34,Tunisia,1
03/24/24,Female,35-44,Tunisia,1
03/24/24,Male,35-44,Tunisia,1
03/25/24,Female,18-24,France,1
03/25/24,Female,25-34,France,1
03/25/24,Female,25-34,Other,1
03/25/24,Female,25-34,Tunisia,1
03/25/24,Female,35-44,Tunisia,1
03/25/24,Female,45+,Tunisia,1
03/25/24,Male,18-24,France,1
03/25/24,Male,35-44,Tunisia,3
03/25/24,Male,45+,France,1
03/26/24,Female,18-24,France,1
03/26/24,Female,18-24,Tunisia,1
03/26/24,Male,25-34,Tunisia,1
03/27/24,Female,18-24,France,3
03/27/24,Female,18-24,Other,1
03/27/24,Female,18-24,Tunisia,4
03/27/24,Female,25-34,France,3
03/27/24,Female,25-34,Tunisia,2
03/27/24,Female,35-44,France,4
03/27/24,Female,35-44,Other,2
03/27/24,Female,35-44,Tunisia,2
03/27/24,Female,45+,Tunisia,2
03/27/24,Male,18-24,Tunisia,2
03/27/24,Male,25-34,Tunisia,1
03/27/24,Male,35-44,France,6
03/27/24,Male,35-44,Tunisia,2
03/28/24,Female,35-44,Tunisia,1
03/28/24,Female,45+,Tunisia,1
03/28/24,Male,25-34,France,1
03/29/24,Female,45+,France,1
03/29/24,Male,25-34,France,1
03/30/24,Female,18-24,Tunisia,1
03/30/24,Male,25-34,France,1
03/30/24,Male,25-34,Tunisia,1
03/31/24,Female,35-44,Tunisia,1
03/31/24,Male,25-34,Tunisia,1
03/31/24,Male,35-44,Tunisia,1
04/01/24,Female,18-24,Tunisia,1
04/01/24,Female,25-34,France,1
04/01/24,Female,35-44,Tunisia,3
04/01/24,Male,18-24,France,1
04/02/24,Male,18-24,France,1
04/02/24,Male,18-24,Tunisia,1
04/04/24,Female,25-34,France,3
04/04/24,Female,45+,France,1
04/04/24,Male,25-34,France,1
04/04/24,Male,45+,Tunisia,1
04/05/24,Female,18-24,Tunisia,1
04/05/24,Female,25-34,France,1
04/05/24,Female,25-34,Other,1
04/05/24,Female,25-34,Tunisia,2
04/05/24,Male,18-24,Other,1
04/06/24,Female,18-24,Tunisia,1
04/06/24,Female,25-34,Tunisia,1
04/06/24,Female,35-44,France,1
04/06/24,Male,25-34,Tunisia,3
04/06/24,Male,35-44,France,1
04/07/24,Female,45+,Tunisia,1
04/07/24,Male,18-24,Other,1
04/07/24,Male,18-24,Tunisia,1
04/07/24,Male,25-34,Tunisia,2
04/08/24,Female,18-24,France,1
04/08/24,Female,35-44,Tunisia,1
04/08/24,Male,35-44,Tunisia,1
04/10/24,Female,25-34,Tunisia,1
04/10/24,Male,18-24,Tunisia,1
04/11/24,Female,18-24,France,1
04/11/24,Female,18-24,Tunisia,5
04/11/24,Female,25-34,France,3
04/11/24,Female,25-34,Tunisia,5
04/11/24,Female,35-44,France,2
04/11/24,Female,35-44,Tunisia,7
04/11/24,Female,45+,Other,1
04/11/24,Female,45+,Tunisia,5
04/11/24,Male,18-24,France,1
